0.07483911514282227,
0.08100104331970215,
0.13327813148498535,
2.5246737003326416,
0.017443180084228516,
0.03436875343322754,
0.01447153091430664,
0.09018635749816895,
0.11688947677612305,
0.05415964126586914,
0.06614494323730469,
0.021947145462036133,
0.12835454940795898,
0.01371622085571289,
0.058473825454711914,
1.0120015144348145,
0.027897119522094727,
0.03525090217590332,
0.03424644470214844,
0.9611754417419434,
0.0673978328704834,
1.21388840675354,
0.027484416961669922,
0.10295581817626953,
0.12630915641784668,
3.941016912460327,
0.06305575370788574,
0.03128790855407715,
0.01689314842224121,
0.4805867671966553,
0.10201406478881836,
0.09949755668640137,
0.4485945701599121,
0.15643644332885742,
0.016997098922729492,
0.02548527717590332,
0.14061617851257324,
0.08728480339050293,
0.02669072151184082,
0.26731109619140625,
0.015918970108032227,
0.3973684310913086,
0.16809821128845215,
0.01533198356628418,
0.18877863883972168,
0.06113266944885254,
0.11244487762451172,
0.2140648365020752,
0.013711929321289062,
0.29830503463745117,
0.017246246337890625,
0.07808208465576172,
0.08784246444702148,
0.10145783424377441,
0.08738088607788086,
0.29209351539611816,
0.03156876564025879,
0.02785634994506836,
0.02190423011779785,
0.21054625511169434,
0.6292486190795898,
0.04041433334350586,
0.11845707893371582,
0.08412551879882812,
0.08340597152709961,
0.10658979415893555,
0.0161592960357666,
0.05445241928100586,
0.15566587448120117,
0.6442279815673828,
0.019678354263305664,
0.07702493667602539,
0.023487329483032227,
0.20610737800598145,
0.24363040924072266,
0.08686113357543945,
0.1143949031829834,
0.0904386043548584,
0.05859661102294922,
0.23245835304260254,
0.19630980491638184,
0.09516000747680664,
0.16519665718078613,
0.0974116325378418,
0.07782196998596191,
0.033356428146362305,
0.024541854858398438,
0.11284685134887695,
2.0830845832824707,
0.03367257118225098,
0.05264019966125488,
0.049515485763549805,
0.11565613746643066,
0.03766131401062012,
0.25457334518432617,
1.3008813858032227,
0.02889847755432129,
0.19336795806884766,
0.03514575958251953,
0.033334970474243164,
0.23240303993225098,
0.7541851997375488,
0.1774444580078125,
0.02283930778503418,
0.0718538761138916,
0.04043078422546387,
0.04616832733154297,
0.054538726806640625,
0.01983046531677246,
0.23172283172607422,
0.036348819732666016,
0.02864360809326172,
0.02543163299560547,
0.28463220596313477,
0.13452935218811035,
0.45987653732299805,
0.15950775146484375,
0.016257524490356445,
0.04288935661315918,
0.8872795104980469,
0.12234115600585938,
0.844980001449585,
0.03981781005859375,
0.13310527801513672,
0.05579113960266113,
0.052559852600097656,
0.026359081268310547,
0.04407858848571777,
0.08295178413391113,
0.06650137901306152,
0.013863801956176758,
0.018778324127197266,
0.435504674911499,
0.02674269676208496,
0.10381698608398438,
0.178084135055542,
0.1403954029083252,
0.13429641723632812,
0.24220848083496094,
0.311779260635376,
0.08848357200622559,
0.016208171844482422,
0.24779796600341797,
0.0708160400390625,
0.3351321220397949,
0.016845226287841797,
0.48174047470092773,
0.03076791763305664,
0.11410665512084961,
0.05600857734680176,
0.06536388397216797,
0.12107515335083008,
0.0431976318359375,
0.12883305549621582,
0.12891149520874023,
0.044554710388183594,
0.026091814041137695,
0.06032299995422363,
0.020202159881591797,
0.023392438888549805,
0.022381067276000977,
0.02298259735107422,
0.08597397804260254,
0.3043525218963623,
0.05988359451293945,
0.09642696380615234,
0.12824344635009766,
0.2003641128540039,
0.05476236343383789,
0.3802781105041504,
0.02180337905883789,
0.03980207443237305,
0.38335514068603516,
0.21669340133666992,
0.03967595100402832,
0.11827731132507324,
0.022863149642944336,
0.0302734375,
0.016054391860961914,
0.02365255355834961,
0.02384161949157715,
0.169769287109375,
0.24393391609191895,
0.18343329429626465,
3.384993553161621,
0.07240629196166992,
0.08311820030212402,
0.052843570709228516,
0.39406442642211914,
0.02068471908569336,
0.022881031036376953,
0.08843708038330078,
0.13666224479675293,
0.26718759536743164,
0.07789826393127441,
0.13614606857299805,
0.2708859443664551,
1.0467407703399658,
0.015145540237426758,
0.04511141777038574,
0.01397848129272461,
0.055525779724121094,
0.08056759834289551,
0.6291651725769043,
0.11450433731079102,
0.19637203216552734,
0.01873326301574707,
2.7750189304351807,
0.03782486915588379,
0.125030517578125,
0.031151294708251953,
0.025210857391357422,
0.26938819885253906,
0.022525787353515625,
0.18713808059692383,
0.089385986328125,
0.05316281318664551,
0.09675288200378418,
0.02321910858154297,
0.15017437934875488,
0.11617898941040039,
0.10019755363464355,
0.03309798240661621,
0.03257918357849121,
0.2646498680114746,
0.039328813552856445,
0.3157033920288086,
1.102104902267456,
0.31728696823120117,
0.015246152877807617,
0.31829237937927246,
0.02888631820678711,
0.43081068992614746,
0.23401379585266113,
0.19997668266296387,
0.3494572639465332,
0.5893473625183105,
0.018343448638916016,
0.04716134071350098,
0.04098844528198242,
0.13702178001403809,
0.08684206008911133,
0.09782123565673828,
0.07250046730041504,
0.4024343490600586,
0.1510632038116455,
0.024790287017822266,
